Category ID,Category Name,Parent Category ID,Parent Category Name,Level,Has Attributes,Has Children,Description,Tags
ap-2-4-11-2,Digital Temperature Controllers,ap-2-4-11,Aquarium Temperature Controllers,2,No,No,,
ap-2-4-11-1,Analog Temperature Controllers,,Animals & Pet Supplies,1,Yes,No,,
ap-2-4-11-2,Digital Temperature Controllers,,Animals & Pet Supplies,1,Yes,No,,
ap-2-4-12,Aquarium Water Treatments,,Animals & Pet Supplies,1,Yes,Yes,,
ap-2-4-12-1,Algae Control,ap-2-4-12,Aquarium Water Treatments,2,No,No,,
ap-2-4-12-2,Ammonia Removers,ap-2-4-12,Aquarium Water Treatments,2,No,No,,
ap-2-4-12-3,Fungal & Bacterial Treatments,ap-2-4-12,Aquarium Water Treatments,2,No,No,,
ap-2-4-12-4,Nitrate Removers,ap-2-4-12,Aquarium Water Treatments,2,No,No,,
ap-2-4-12-5,PH Adjusters,ap-2-4-12,Aquarium Water Treatments,2,No,No,,
ap-2-4-12-6,Tap Water Detoxifiers,ap-2-4-12,Aquarium Water Treatments,2,No,No,,
ap-2-4-12-7,Water Clarifiers,ap-2-4-12,Aquarium Water Treatments,2,No,No,,
ap-2-4-12-8,Water Conditioners,ap-2-4-12,Aquarium Water Treatments,2,No,No,,
ap-2-4-12-1,Algae Control,,Animals & Pet Supplies,1,Yes,No,,
ap-2-4-12-2,Ammonia Removers,,Animals & Pet Supplies,1,Yes,No,,
ap-2-4-12-3,Fungal & Bacterial Treatments,,Animals & Pet Supplies,1,Yes,No,,
ap-2-4-12-4,Nitrate Removers,,Animals & Pet Supplies,1,Yes,No,,
ap-2-4-12-5,PH Adjusters,,Animals & Pet Supplies,1,Yes,No,,
ap-2-4-12-6,Tap Water Detoxifiers,,Animals & Pet Supplies,1,Yes,No,,
ap-2-4-12-7,Water Clarifiers,,Animals & Pet Supplies,1,Yes,No,,
ap-2-4-12-8,Water Conditioners,,Animals & Pet Supplies,1,Yes,No,,
ap-2-4-13,Aquariums,,Animals & Pet Supplies,1,No,No,,
ap-2-4-14,Aquatic Plant Fertilizers,,Animals & Pet Supplies,1,Yes,Yes,,
ap-2-4-14-1,Granular Fertilizers,ap-2-4-14,Aquatic Plant Fertilizers,2,No,No,,
ap-2-4-14-2,Liquid Fertilizers,ap-2-4-14,Aquatic Plant Fertilizers,2,No,No,,
ap-2-4-14-3,Powder Fertilizers,ap-2-4-14,Aquatic Plant Fertilizers,2,No,No,,
ap-2-4-14-4,Tablet Fertilizers,ap-2-4-14,Aquatic Plant Fertilizers,2,No,No,,
ap-2-4-14-1,Granular Fertilizers,,Animals & Pet Supplies,1,Yes,No,,
ap-2-4-14-2,Liquid Fertilizers,,Animals & Pet Supplies,1,Yes,No,,
ap-2-4-14-3,Powder Fertilizers,,Animals & Pet Supplies,1,Yes,No,,
ap-2-4-14-4,Tablet Fertilizers,,Animals & Pet Supplies,1,Yes,No,,
ap-2-4-15,Fish Feeders,,Animals & Pet Supplies,1,No,No,,
ap-2-4-16,Fish Food,,Animals & Pet Supplies,1,Yes,Yes,,
ap-2-4-16-1,Algae Wafers,ap-2-4-16,Fish Food,2,No,No,,
ap-2-4-16-2,Betta Food,ap-2-4-16,Fish Food,2,No,No,,
ap-2-4-16-3,Cichlid Food,ap-2-4-16,Fish Food,2,No,No,,
ap-2-4-16-4,Dry Fish Food,ap-2-4-16,Fish Food,2,No,No,,
ap-2-4-16-5,Freeze-Dried Food,ap-2-4-16,Fish Food,2,No,No,,
ap-2-4-16-6,Frozen Food,ap-2-4-16,Fish Food,2,No,No,,
ap-2-4-16-7,Goldfish Food,ap-2-4-16,Fish Food,2,No,No,,
ap-2-4-16-8,Live Food,ap-2-4-16,Fish Food,2,No,No,,
ap-2-4-16-9,Medicated Food,ap-2-4-16,Fish Food,2,No,No,,
ap-2-4-16-1,Algae Wafers,,Animals & Pet Supplies,1,Yes,No,,
ap-2-4-16-2,Betta Food,,Animals & Pet Supplies,1,Yes,No,,
ap-2-4-16-3,Cichlid Food,,Animals & Pet Supplies,1,Yes,No,,
ap-2-4-16-4,Dry Fish Food,,Animals & Pet Supplies,1,Yes,No,,
ap-2-4-16-5,Freeze-Dried Food,,Animals & Pet Supplies,1,Yes,No,,
ap-2-4-16-6,Frozen Food,,Animals & Pet Supplies,1,Yes,No,,
ap-2-4-16-7,Goldfish Food,,Animals & Pet Supplies,1,Yes,No,,
ap-2-4-16-8,Live Food,,Animals & Pet Supplies,1,Yes,No,,
ap-2-4-16-9,Medicated Food,,Animals & Pet Supplies,1,Yes,No,,
ap-2-5,Pet Agility Equipment,,Animals & Pet Supplies,1,Yes,Yes,,
ap-2-5-1,A-Frames,ap-2-5,Pet Agility Equipment,2,No,No,,
ap-2-5-2,Agility Tunnels,ap-2-5,Pet Agility Equipment,2,No,No,,
ap-2-5-3,Dog Walks & Ramps,ap-2-5,Pet Agility Equipment,2,No,No,,
ap-2-5-4,Jump Bars,ap-2-5,Pet Agility Equipment,2,No,No,,
ap-2-5-5,Pause Tables,ap-2-5,Pet Agility Equipment,2,No,No,,
ap-2-5-6,Poles,ap-2-5,Pet Agility Equipment,2,No,No,,
ap-2-5-7,Teeter Boards,ap-2-5,Pet Agility Equipment,2,No,No,,
ap-2-5-8,Tire Jumps,ap-2-5,Pet Agility Equipment,2,No,No,,
ap-2-5-1,A-Frames,,Animals & Pet Supplies,1,Yes,No,,
ap-2-5-2,Agility Tunnels,,Animals & Pet Supplies,1,Yes,No,,
ap-2-5-3,Dog Walks & Ramps,,Animals & Pet Supplies,1,Yes,No,,
ap-2-5-4,Jump Bars,,Animals & Pet Supplies,1,Yes,No,,
ap-2-5-5,Pause Tables,,Animals & Pet Supplies,1,Yes,No,,
ap-2-5-6,Poles,,Animals & Pet Supplies,1,Yes,No,,
ap-2-5-7,Teeter Boards,,Animals & Pet Supplies,1,Yes,No,,
ap-2-5-8,Tire Jumps,,Animals & Pet Supplies,1,Yes,No,,
ap-2-6,Pet Apparel,,Animals & Pet Supplies,1,Yes,Yes,,
ap-2-6-1,Pet Bandanas,ap-2-6,Pet Apparel,2,No,No,,
ap-2-6-2,Pet Bows & Ribbons,ap-2-6,Pet Apparel,2,No,No,,
ap-2-6-3,Pet Coats,ap-2-6,Pet Apparel,2,No,No,,
ap-2-6-4,Pet Collars & Ties,ap-2-6,Pet Apparel,2,No,No,,
ap-2-6-5,Pet Costumes,ap-2-6,Pet Apparel,2,No,No,,
ap-2-6-6,Pet Dresses,ap-2-6,Pet Apparel,2,No,No,,
ap-2-6-7,Pet Hats,ap-2-6,Pet Apparel,2,No,No,,
ap-2-6-8,Pet Hoodies,ap-2-6,Pet Apparel,2,No,No,,
ap-2-6-9,Pet Jackets,ap-2-6,Pet Apparel,2,No,No,,
ap-2-6-10,Pet Rain Coats,ap-2-6,Pet Apparel,2,No,No,,
ap-2-6-11,Pet Safety Vests,ap-2-6,Pet Apparel,2,No,No,,
ap-2-6-12,Pet Scarves,ap-2-6,Pet Apparel,2,No,No,,
ap-2-6-13,Pet Shirts,ap-2-6,Pet Apparel,2,No,No,,
ap-2-6-14,Pet Shoes,ap-2-6,Pet Apparel,2,No,No,,
ap-2-6-15,Pet Socks,ap-2-6,Pet Apparel,2,No,No,,
ap-2-6-16,Pet Sunglasses,ap-2-6,Pet Apparel,2,No,No,,
ap-2-6-17,Pet Sweaters,ap-2-6,Pet Apparel,2,No,No,,
ap-2-6-1,Pet Bandanas,,Animals & Pet Supplies,1,Yes,No,,
ap-2-6-2,Pet Bows & Ribbons,,Animals & Pet Supplies,1,Yes,No,,
ap-2-6-3,Pet Coats,,Animals & Pet Supplies,1,Yes,No,,
ap-2-6-4,Pet Collars & Ties,,Animals & Pet Supplies,1,Yes,No,,
ap-2-6-5,Pet Costumes,,Animals & Pet Supplies,1,Yes,No,,
ap-2-6-6,Pet Dresses,,Animals & Pet Supplies,1,Yes,No,,
ap-2-6-7,Pet Hats,,Animals & Pet Supplies,1,Yes,No,,
ap-2-6-8,Pet Hoodies,,Animals & Pet Supplies,1,Yes,No,,
ap-2-6-9,Pet Jackets,,Animals & Pet Supplies,1,Yes,No,,
ap-2-6-10,Pet Rain Coats,,Animals & Pet Supplies,1,Yes,No,,
ap-2-6-11,Pet Safety Vests,,Animals & Pet Supplies,1,Yes,No,,
ap-2-6-12,Pet Scarves,,Animals & Pet Supplies,1,Yes,No,,
ap-2-6-13,Pet Shirts,,Animals & Pet Supplies,1,Yes,No,,
ap-2-6-14,Pet Shoes,,Animals & Pet Supplies,1,Yes,No,,
ap-2-6-15,Pet Socks,,Animals & Pet Supplies,1,Yes,No,,
ap-2-6-16,Pet Sunglasses,,Animals & Pet Supplies,1,Yes,No,,
ap-2-6-17,Pet Sweaters,,Animals & Pet Supplies,1,Yes,No,,
ap-2-7,Pet Apparel Hangers,,Animals & Pet Supplies,1,Yes,No,,
ap-2-8,Pet Bed Accessories,,Animals & Pet Supplies,1,Yes,No,,
ap-2-9,Pet Beds,,Animals & Pet Supplies,1,Yes,Yes,,
ap-2-9-1,Baskets,ap-2-9,Pet Beds,2,No,No,,
ap-2-9-2,Bolster Beds,ap-2-9,Pet Beds,2,No,No,,
ap-2-9-3,Caves,ap-2-9,Pet Beds,2,No,No,,
ap-2-9-4,Cooling Beds,ap-2-9,Pet Beds,2,No,No,,
ap-2-9-5,Donuts,ap-2-9,Pet Beds,2,No,No,,
ap-2-9-6,Hammocks,ap-2-9,Pet Beds,2,No,No,,
ap-2-9-7,Nests,ap-2-9,Pet Beds,2,No,No,,
ap-2-9-8,Orthopedic Beds,ap-2-9,Pet Beds,2,No,No,,
ap-2-9-9,Pet Chairs,ap-2-9,Pet Beds,2,No,No,,
ap-2-9-10,Pet Cots,ap-2-9,Pet Beds,2,No,No,,
ap-2-9-11,Pillow Beds,ap-2-9,Pet Beds,2,No,No,,
ap-2-9-12,Radiator Beds,ap-2-9,Pet Beds,2,No,No,,
ap-2-9-13,Towers,ap-2-9,Pet Beds,2,No,No,,
ap-2-9-1,Baskets,,Animals & Pet Supplies,1,Yes,No,,
ap-2-9-2,Bolster Beds,,Animals & Pet Supplies,1,Yes,No,,
ap-2-9-3,Caves,,Animals & Pet Supplies,1,Yes,No,,
ap-2-9-4,Cooling Beds,,Animals & Pet Supplies,1,Yes,No,,
ap-2-9-5,Donuts,,Animals & Pet Supplies,1,Yes,No,,
ap-2-9-6,Hammocks,,Animals & Pet Supplies,1,Yes,No,,
ap-2-9-7,Nests,,Animals & Pet Supplies,1,Yes,No,,
ap-2-9-8,Orthopedic Beds,,Animals & Pet Supplies,1,Yes,No,,
ap-2-9-9,Pet Chairs,,Animals & Pet Supplies,1,Yes,No,,
ap-2-9-10,Pet Cots,,Animals & Pet Supplies,1,Yes,No,,
ap-2-9-11,Pillow Beds,,Animals & Pet Supplies,1,Yes,No,,
ap-2-9-12,Radiator Beds,,Animals & Pet Supplies,1,Yes,No,,
ap-2-9-13,Towers,,Animals & Pet Supplies,1,Yes,No,,
ap-2-10,Pet Bells & Charms,,Animals & Pet Supplies,1,Yes,Yes,,
ap-2-10-1,Collar Bells,ap-2-10,Pet Bells & Charms,2,No,No,,
ap-2-10-2,Collar Charms,ap-2-10,Pet Bells & Charms,2,No,No,,
ap-2-10-3,ID Tag Charms,ap-2-10,Pet Bells & Charms,2,No,No,,
ap-2-10-1,Collar Bells,,Animals & Pet Supplies,1,Yes,No,,
ap-2-10-2,Collar Charms,,Animals & Pet Supplies,1,Yes,No,,
ap-2-10-3,ID Tag Charms,,Animals & Pet Supplies,1,Yes,No,,
ap-2-11,Pet Biometric Monitors,,Animals & Pet Supplies,1,Yes,Yes,,
ap-2-11-1,Pet Glucose Meters,ap-2-11,Pet Biometric Monitors,2,No,No,,
ap-2-11-2,Pet Pedometers,ap-2-11,Pet Biometric Monitors,2,No,No,,
ap-2-11-3,Pet Thermometers,ap-2-11,Pet Biometric Monitors,2,No,No,,
ap-2-11-1,Pet Glucose Meters,,Animals & Pet Supplies,1,Yes,No,,
ap-2-11-2,Pet Pedometers,,Animals & Pet Supplies,1,Yes,No,,
ap-2-11-3,Pet Thermometers,,Animals & Pet Supplies,1,Yes,No,,
ap-2-12,Pet Bowl Mats,,Animals & Pet Supplies,1,Yes,No,,
ap-2-13,Pet Bowl Stands,,Animals & Pet Supplies,1,Yes,No,,
ap-2-14,"Pet Bowls, Feeders & Waterers",,Animals & Pet Supplies,1,Yes,Yes,,
ap-2-14-1,Automatic Feeders,ap-2-14,"Pet Bowls, Feeders & Waterers",2,No,No,,
ap-2-14-2,Bowls,ap-2-14,"Pet Bowls, Feeders & Waterers",2,No,No,,
ap-2-14-3,Elevated Bowls,ap-2-14,"Pet Bowls, Feeders & Waterers",2,No,No,,
ap-2-14-4,Gravity Feeders,ap-2-14,"Pet Bowls, Feeders & Waterers",2,No,No,,
ap-2-14-5,Slow Feeder Bowls,ap-2-14,"Pet Bowls, Feeders & Waterers",2,No,No,,
ap-2-14-6,Travel Bowls,ap-2-14,"Pet Bowls, Feeders & Waterers",2,No,No,,
ap-2-14-7,Water Dispensers,ap-2-14,"Pet Bowls, Feeders & Waterers",2,No,No,,
ap-2-14-8,Water Fountains,ap-2-14,"Pet Bowls, Feeders & Waterers",2,No,No,,
ap-2-14-1,Automatic Feeders,,Animals & Pet Supplies,1,Yes,No,,
ap-2-14-2,Bowls,,Animals & Pet Supplies,1,Yes,No,,
ap-2-14-3,Elevated Bowls,,Animals & Pet Supplies,1,Yes,No,,
ap-2-14-4,Gravity Feeders,,Animals & Pet Supplies,1,Yes,No,,
ap-2-14-5,Slow Feeder Bowls,,Animals & Pet Supplies,1,Yes,No,,
ap-2-14-6,Travel Bowls,,Animals & Pet Supplies,1,Yes,No,,
ap-2-14-7,Water Dispensers,,Animals & Pet Supplies,1,Yes,No,,
ap-2-14-8,Water Fountains,,Animals & Pet Supplies,1,Yes,No,,
ap-2-15,Pet Carrier & Crate Accessories,,Animals & Pet Supplies,1,Yes,No,,
ap-2-16,Pet Carriers & Crates,,Animals & Pet Supplies,1,Yes,Yes,,
ap-2-16-1,Air Travel Approved Carriers,ap-2-16,Pet Carriers & Crates,2,No,No,,
ap-2-16-2,Backpack Carriers,ap-2-16,Pet Carriers & Crates,2,No,No,,
ap-2-16-3,Car Crates,ap-2-16,Pet Carriers & Crates,2,No,No,,
ap-2-16-4,Furniture-Style Crates,ap-2-16,Pet Carriers & Crates,2,No,No,,
ap-2-16-5,Hard-Sided Carriers,ap-2-16,Pet Carriers & Crates,2,No,No,,
ap-2-16-8,Rolling Carriers,ap-2-16,Pet Carriers & Crates,2,No,No,,
ap-2-16-9,Slings & Wearable Carriers,ap-2-16,Pet Carriers & Crates,2,No,No,,
ap-2-16-10,Soft-Sided Carriers,ap-2-16,Pet Carriers & Crates,2,No,No,,
ap-2-16-11,Soft-Sided Crates,ap-2-16,Pet Carriers & Crates,2,No,No,,
ap-2-16-12,Wheeled Carriers,ap-2-16,Pet Carriers & Crates,2,No,No,,
ap-2-16-1,Air Travel Approved Carriers,,Animals & Pet Supplies,1,Yes,No,,
ap-2-16-2,Backpack Carriers,,Animals & Pet Supplies,1,Yes,No,,
ap-2-16-3,Car Crates,,Animals & Pet Supplies,1,Yes,No,,
ap-2-16-4,Furniture-Style Crates,,Animals & Pet Supplies,1,Yes,No,,
ap-2-16-5,Hard-Sided Carriers,,Animals & Pet Supplies,1,Yes,No,,
ap-2-16-8,Rolling Carriers,,Animals & Pet Supplies,1,Yes,No,,
ap-2-16-9,Slings & Wearable Carriers,,Animals & Pet Supplies,1,Yes,No,,
ap-2-16-10,Soft-Sided Carriers,,Animals & Pet Supplies,1,Yes,No,,
ap-2-16-11,Soft-Sided Crates,,Animals & Pet Supplies,1,Yes,No,,
ap-2-16-12,Wheeled Carriers,,Animals & Pet Supplies,1,Yes,No,,
ap-2-17,Pet Collars & Harnesses,,Animals & Pet Supplies,1,Yes,Yes,,
ap-2-17-1,Breakaway & Safety Collars,ap-2-17,Pet Collars & Harnesses,2,No,No,,
ap-2-17-2,Flea Collars,ap-2-17,Pet Collars & Harnesses,2,No,No,,
ap-2-17-3,GPS Collars,ap-2-17,Pet Collars & Harnesses,2,No,No,,
ap-2-17-4,Harnesses,ap-2-17,Pet Collars & Harnesses,2,No,No,,
ap-2-17-5,LED Collars,ap-2-17,Pet Collars & Harnesses,2,No,No,,
ap-2-17-6,Martingale Collars,ap-2-17,Pet Collars & Harnesses,2,No,No,,
ap-2-17-7,Personalized ID Collars,ap-2-17,Pet Collars & Harnesses,2,No,No,,
ap-2-17-8,Standard Collars,ap-2-17,Pet Collars & Harnesses,2,No,No,,
ap-2-17-9,"Training, Choke & Pinch Collars",ap-2-17,Pet Collars & Harnesses,2,No,No,,
ap-2-17-10,Vests,ap-2-17,Pet Collars & Harnesses,2,No,No,,
ap-2-17-1,Breakaway & Safety Collars,,Animals & Pet Supplies,1,Yes,No,,
ap-2-17-2,Flea Collars,,Animals & Pet Supplies,1,Yes,No,,
ap-2-17-3,GPS Collars,,Animals & Pet Supplies,1,Yes,No,,
ap-2-17-4,Harnesses,,Animals & Pet Supplies,1,Yes,No,,
ap-2-17-5,LED Collars,,Animals & Pet Supplies,1,Yes,No,,
ap-2-17-6,Martingale Collars,,Animals & Pet Supplies,1,Yes,No,,
ap-2-17-7,Personalized ID Collars,,Animals & Pet Supplies,1,Yes,No,,
ap-2-17-8,Standard Collars,,Animals & Pet Supplies,1,Yes,No,,
ap-2-17-9,"Training, Choke & Pinch Collars",,Animals & Pet Supplies,1,Yes,No,,
ap-2-17-10,Vests,,Animals & Pet Supplies,1,Yes,No,,
ap-2-18,Pet Containment Systems,,Animals & Pet Supplies,1,Yes,Yes,,
ap-2-18-1,Electronic Invisible Fences,ap-2-18,Pet Containment Systems,2,No,No,,
ap-2-18-2,Enclosures & Cages,ap-2-18,Pet Containment Systems,2,No,No,,
ap-2-18-3,Exercise Pens,ap-2-18,Pet Containment Systems,2,No,No,,
ap-2-18-4,Fences & Gates,ap-2-18,Pet Containment Systems,2,No,No,,
ap-2-18-5,Kennels,ap-2-18,Pet Containment Systems,2,No,No,,
ap-2-18-6,Playpens,ap-2-18,Pet Containment Systems,2,No,No,,
ap-2-18-1,Electronic Invisible Fences,,Animals & Pet Supplies,1,Yes,No,,
ap-2-18-2,Enclosures & Cages,,Animals & Pet Supplies,1,Yes,No,,
ap-2-18-3,Exercise Pens,,Animals & Pet Supplies,1,Yes,No,,
ap-2-18-4,Fences & Gates,,Animals & Pet Supplies,1,Yes,No,,
ap-2-18-5,Kennels,,Animals & Pet Supplies,1,Yes,No,,
ap-2-18-6,Playpens,,Animals & Pet Supplies,1,Yes,No,,
ap-2-19,Pet Door Accessories,,Animals & Pet Supplies,1,Yes,No,,
ap-2-20,Pet Doors,,Animals & Pet Supplies,1,Yes,Yes,,
ap-2-20-1,Door-Mounted Doors,ap-2-20,Pet Doors,2,No,No,,
ap-2-20-2,Electronic Automatic Doors,ap-2-20,Pet Doors,2,No,No,,
ap-2-20-3,Sliding Glass Doors,ap-2-20,Pet Doors,2,No,No,,
ap-2-20-4,Wall-Mounted Doors,ap-2-20,Pet Doors,2,No,No,,
ap-2-20-5,Window-Mounted Doors,ap-2-20,Pet Doors,2,No,No,,
ap-2-20-1,Door-Mounted Doors,,Animals & Pet Supplies,1,Yes,No,,
ap-2-20-2,Electronic Automatic Doors,,Animals & Pet Supplies,1,Yes,No,,
ap-2-20-3,Sliding Glass Doors,,Animals & Pet Supplies,1,Yes,No,,
ap-2-20-4,Wall-Mounted Doors,,Animals & Pet Supplies,1,Yes,No,,
ap-2-20-5,Window-Mounted Doors,,Animals & Pet Supplies,1,Yes,No,,
ap-2-21,Pet Eye Drops & Lubricants,,Animals & Pet Supplies,1,Yes,Yes,,
ap-2-21-1,Conjunctivitis Treatments,ap-2-21,Pet Eye Drops & Lubricants,2,No,No,,
ap-2-21-2,Eye Cleaners,ap-2-21,Pet Eye Drops & Lubricants,2,No,No,,
ap-2-21-3,Eye Irrigation Solutions,ap-2-21,Pet Eye Drops & Lubricants,2,No,No,,
ap-2-21-4,Eye Lubricants,ap-2-21,Pet Eye Drops & Lubricants,2,No,No,,
ap-2-21-5,Eye Washes,ap-2-21,Pet Eye Drops & Lubricants,2,No,No,,
ap-2-21-6,Tear Stain Removers,ap-2-21,Pet Eye Drops & Lubricants,2,No,No,,
ap-2-21-1,Conjunctivitis Treatments,,Animals & Pet Supplies,1,Yes,No,,
ap-2-21-2,Eye Cleaners,,Animals & Pet Supplies,1,Yes,No,,
ap-2-21-3,Eye Irrigation Solutions,,Animals & Pet Supplies,1,Yes,No,,
ap-2-21-4,Eye Lubricants,,Animals & Pet Supplies,1,Yes,No,,
ap-2-21-5,Eye Washes,,Animals & Pet Supplies,1,Yes,No,,
ap-2-21-6,Tear Stain Removers,,Animals & Pet Supplies,1,Yes,No,,
ap-2-22,Pet First Aid & Emergency Kits,,Animals & Pet Supplies,1,Yes,Yes,,
ap-2-22-1,General First Aid Kits,ap-2-22,Pet First Aid & Emergency Kits,2,No,No,,
ap-2-22-2,Trauma Kits,ap-2-22,Pet First Aid & Emergency Kits,2,No,No,,
ap-2-22-3,Travel First Aid Kits,ap-2-22,Pet First Aid & Emergency Kits,2,No,No,,
ap-2-22-1,General First Aid Kits,,Animals & Pet Supplies,1,Yes,No,,
ap-2-22-2,Trauma Kits,,Animals & Pet Supplies,1,Yes,No,,
ap-2-22-3,Travel First Aid Kits,,Animals & Pet Supplies,1,Yes,No,,
ap-2-23,Pet Flea & Tick Control,,Animals & Pet Supplies,1,Yes,Yes,,
ap-2-23-1,Flea & Tick Collars,ap-2-23,Pet Flea & Tick Control,2,No,No,,
ap-2-23-2,Flea & Tick Foggers,ap-2-23,Pet Flea & Tick Control,2,No,No,,
ap-2-23-3,Flea & Tick Shampoos,ap-2-23,Pet Flea & Tick Control,2,No,No,,
ap-2-23-4,Flea & Tick Sprays,ap-2-23,Pet Flea & Tick Control,2,No,No,,
ap-2-23-5,Flea Combs,ap-2-23,Pet Flea & Tick Control,2,No,No,,
ap-2-23-6,Oral Medication,ap-2-23,Pet Flea & Tick Control,2,No,No,,
ap-2-23-7,Spot Treatments,ap-2-23,Pet Flea & Tick Control,2,No,No,,
ap-2-23-1,Flea & Tick Collars,,Animals & Pet Supplies,1,Yes,No,,
ap-2-23-2,Flea & Tick Foggers,,Animals & Pet Supplies,1,Yes,No,,
ap-2-23-3,Flea & Tick Shampoos,,Animals & Pet Supplies,1,Yes,No,,
ap-2-23-4,Flea & Tick Sprays,,Animals & Pet Supplies,1,Yes,No,,
ap-2-23-5,Flea Combs,,Animals & Pet Supplies,1,Yes,No,,
ap-2-23-6,Oral Medication,,Animals & Pet Supplies,1,Yes,No,,
ap-2-23-7,Spot Treatments,,Animals & Pet Supplies,1,Yes,No,,
ap-2-24,Pet Food Containers,,Animals & Pet Supplies,1,Yes,Yes,,
ap-2-24-1,Can Covers,ap-2-24,Pet Food Containers,2,No,No,,
ap-2-24-2,Food Storage Bins,ap-2-24,Pet Food Containers,2,No,No,,
ap-2-24-3,Food Storage Containers,ap-2-24,Pet Food Containers,2,No,No,,
ap-2-24-1,Can Covers,,Animals & Pet Supplies,1,Yes,No,,
ap-2-24-2,Food Storage Bins,,Animals & Pet Supplies,1,Yes,No,,
ap-2-24-3,Food Storage Containers,,Animals & Pet Supplies,1,Yes,No,,
ap-2-25,Pet Food Scoops,,Animals & Pet Supplies,1,Yes,No,,
ap-2-26,Pet Grooming Supplies,,Animals & Pet Supplies,1,Yes,Yes,,
ap-2-26-1,Pet Combs & Brushes,ap-2-26,Pet Grooming Supplies,2,No,No,,
ap-2-26-2,Pet Fragrances & Deodorizing Sprays,ap-2-26,Pet Grooming Supplies,2,No,No,,
ap-2-26-3,Pet Hair Clippers & Trimmers,ap-2-26,Pet Grooming Supplies,2,No,No,,
ap-2-26-4,Pet Hair Dryers,ap-2-26,Pet Grooming Supplies,2,No,No,,
ap-2-26-5,Pet Nail Polish,ap-2-26,Pet Grooming Supplies,2,No,No,,
ap-2-26-6,Pet Nail Tools,ap-2-26,Pet Grooming Supplies,2,No,No,,
ap-2-26-7,Pet Shampoo & Conditioner,ap-2-26,Pet Grooming Supplies,2,No,No,,
ap-2-26-8,Pet Wipes,ap-2-26,Pet Grooming Supplies,2,No,No,,
ap-2-26-1,Pet Combs & Brushes,,Animals & Pet Supplies,1,Yes,Yes,,
ap-2-26-1-1,Brushes,ap-2-26-1,Pet Combs & Brushes,2,No,No,,
ap-2-26-1-2,Combs,ap-2-26-1,Pet Combs & Brushes,2,No,No,,
ap-2-26-1-3,Deshedders,ap-2-26-1,Pet Combs & Brushes,2,No,No,,
ap-2-26-1-4,Gloves,ap-2-26-1,Pet Combs & Brushes,2,No,No,,
ap-2-26-1-5,Groomers,ap-2-26-1,Pet Combs & Brushes,2,No,No,,
ap-2-26-1-6,Trimming Knives,ap-2-26-1,Pet Combs & Brushes,2,No,No,,
ap-2-26-1-1,Brushes,,Animals & Pet Supplies,1,Yes,No,,
ap-2-26-1-2,Combs,,Animals & Pet Supplies,1,Yes,No,,
ap-2-26-1-3,Deshedders,,Animals & Pet Supplies,1,Yes,No,,
ap-2-26-1-4,Gloves,,Animals & Pet Supplies,1,Yes,No,,
ap-2-26-1-5,Groomers,,Animals & Pet Supplies,1,Yes,No,,
ap-2-26-1-6,Trimming Knives,,Animals & Pet Supplies,1,Yes,No,,
ap-2-26-2,Pet Fragrances & Deodorizing Sprays,,Animals & Pet Supplies,1,No,Yes,,
ap-2-26-2-1,Colognes,ap-2-26-2,Pet Fragrances & Deodorizing Sprays,2,No,No,,
ap-2-26-2-2,Deodorizer Sprays,ap-2-26-2,Pet Fragrances & Deodorizing Sprays,2,No,No,,
ap-2-26-2-3,Odor Neutralizers,ap-2-26-2,Pet Fragrances & Deodorizing Sprays,2,No,No,,
ap-2-26-2-4,Perfumes,ap-2-26-2,Pet Fragrances & Deodorizing Sprays,2,No,No,,
ap-2-26-2-1,Colognes,,Animals & Pet Supplies,1,No,No,,
ap-2-26-2-2,Deodorizer Sprays,,Animals & Pet Supplies,1,No,No,,
ap-2-26-2-3,Odor Neutralizers,,Animals & Pet Supplies,1,No,No,,
ap-2-26-2-4,Perfumes,,Animals & Pet Supplies,1,No,No,,
ap-2-26-3,Pet Hair Clippers & Trimmers,,Animals & Pet Supplies,1,Yes,Yes,,
ap-2-26-3-1,Blade Sharpeners,ap-2-26-3,Pet Hair Clippers & Trimmers,2,No,No,,
ap-2-26-3-2,Clipper Blades,ap-2-26-3,Pet Hair Clippers & Trimmers,2,No,No,,
ap-2-26-3-3,Clippers,ap-2-26-3,Pet Hair Clippers & Trimmers,2,No,No,,
ap-2-26-3-4,Shears & Scissors,ap-2-26-3,Pet Hair Clippers & Trimmers,2,No,No,,
ap-2-26-3-5,Trimmers,ap-2-26-3,Pet Hair Clippers & Trimmers,2,No,No,,
ap-2-26-3-1,Blade Sharpeners,,Animals & Pet Supplies,1,Yes,No,,
ap-2-26-3-2,Clipper Blades,,Animals & Pet Supplies,1,Yes,No,,
ap-2-26-3-3,Clippers,,Animals & Pet Supplies,1,Yes,No,,
ap-2-26-3-4,Shears & Scissors,,Animals & Pet Supplies,1,Yes,No,,
ap-2-26-3-5,Trimmers,,Animals & Pet Supplies,1,Yes,No,,
ap-2-26-4,Pet Hair Dryers,,Animals & Pet Supplies,1,Yes,No,,
ap-2-26-5,Pet Nail Polish,,Animals & Pet Supplies,1,Yes,No,,
ap-2-26-6,Pet Nail Tools,,Animals & Pet Supplies,1,Yes,No,,
ap-2-26-7,Pet Shampoo & Conditioner,,Animals & Pet Supplies,1,Yes,Yes,,
