Attribute Name,Attribute ID,Description,Attribute Type,Required,Numeric Values,From Range,To Range,Increment,Category ID
Knitting project type,2953,"Specifies the type of knitting project, such as pillow making or stuffed toy making",text,No,0,,,,ae-2-1-2-6-4
Yarn weight category,2312,"Identifies the thickness of yarn, like super bulky or craft",text,No,0,,,,ae-2-1-2-6-4
Craft pipe cleaner design,3273,"Describes the design or style of craft pipe cleaners, such as chenille stem or fuzzy stick",text,No,0,,,,ae-2-1-2-7-1
Floral wire design,3274,"Describes the type of floral wire used in crafting, such as bind wire or cloth-covered wire",text,No,0,,,,ae-2-1-2-7-2
Wire/Rope material,2903,"Specifies the material used in wire or rope products, like copper or polyester",text,No,0,,,,ha-11-11
Jewelry project type,2313,"Specifies the type of jewelry project, such as necklace making or wirework",text,No,0,,,,ae-2-1-2-7-3-7
Applique/Patch shape,2314,"Describes the form of appliques or patches, such as animal or geometric",text,No,0,,,,ae-2-1-2-8-1
Embellishment/Trim material,2927,"Identifies the material used for decorative details or finishes, like sequins or pearls",text,No,0,,,,ae-2-1-2-8-12-5
Textile craft project type,2315,"Identifies the type of textile craft project, like knitting or quilting",text,No,0,,,,ae-2-1-2-8-1-8
Theme,134,"Describes the product's primary theme or motif, such as sport, space, or holidays",text,No,0,,,,tg-5-2-10
Patch shape,2314,"Describes the form or design of a patch, such as animal or geometric",text,No,0,,,,ae-2-1-2-8-1-7
Applique shape,2314,"Describes the shape of applique items, such as floral or animal",text,No,0,,,,ae-2-1-2-8-1-8
Bead shape,2318,"Describes the form or design of beads, such as round or square",text,No,0,,,,ae-2-1-2-8-2
Adhesive type,2319,"Identifies the type of adhesive used in a product, such as removable or permanent",text,No,0,,,,ae-2-1-2-8-4-4
Celebration type,2320,"Specifies the occasion for which the product is suitable, like Christmas or graduation",text,No,0,,,,ae-3-2-29
Craft project type,2321,"Identifies the type of craft project, such as scrapbooking or jewelry making",text,No,0,,,,ae-2-1-4-6-5
Jewelry finding type,3275,"Identifies the specific component used in jewelry making, like a bead cap or jump ring",text,No,0,,,,ae-2-1-2-8-7
Stone shape,2322,"Defines the geometric shape of a stone,e.g. heart, hexagonal",text,No,0,,,,ae-2-1-2-8-9-4
Authenticity,2374,"Specifies the originality of items, e.g. genuine, replica",text,No,0,,,,ae-2-2-6-4
Sequin/Glitter shape,2323,"Describes the form of sequins or glitter, like round or square",text,No,0,,,,ae-2-1-2-8-11
Glitter shape,2323,"Defines the shape of glitter, like heart or star",text,No,0,,,,ae-2-1-2-8-11-4
Sequin shape,2323,"Defines the shape of sequin, like round or flower",text,No,0,,,,ae-2-1-2-8-11-5
Labeling project type,3011,"Specifies the crafting purpose for sew-in labels, like home textile crafting or personalized gift making",text,No,0,,,,ae-2-1-2-8-12-5
Embossing project type,2327,"Identifies the type of embossing project, such as scrapbooking or cardmaking",text,No,0,,,,ae-2-1-2-9
Filling/Padding project type,2953,"Specifies the intended use of filling or padding material, e.g. stuffed toy making",text,No,0,,,,ae-2-1-2-10-3
Pillow shape,1785,"Defines the form or contour of a nursing pillow, such as U-shaped",text,No,0,,,,ae-2-1-2-10-3
Craft/Sculpting project type,2329,"Identifies the type of craft or sculpting project, such as modeling or mask making",text,No,0,,,,ae-2-1-2-11
Leather/Vinyl texture,2330,"Describes the surface feel of leather or vinyl products, like smooth or grainy",text,No,0,,,,ae-2-1-2-11
Scent,1637,"Specifies the fragrance or aroma of a product, such as vanilla or citrus",text,No,0,,,,vp-1-5-4-2
Ingredient pathway,2449,"Indicates whether perfumery ingredients are derived naturally via physical separation from biomass without chemical alteration, or synthesized by other methods",text,No,0,,,,ae-2-1-2-17-2-1
Olfactory family,3422,"Defines the overall olfactory category to which a fragrance belongs, e.g. aldehydic, animalic",text,No,0,,,,ae-2-1-2-17-2-1
Clay texture,2954,"Describes the feel and consistency of clay products, such as medium or smooth",text,No,0,,,,ae-2-1-2-12-1-1-5
Drying speed,1601,"Defines the rate at which a product dries or sets, such as fast-drying or regular",text,No,0,,,,hb-3-2-7-8
Pottery/Sculpting project type,2329,"Identifies the specific type of pottery or sculpting project, like modeling or mask making",text,No,0,,,,ae-2-1-2-12-3-2
Slip texture,2954,"Describes the feel of pottery slips, such as medium or smooth",text,No,0,,,,ae-2-1-2-12-4
Canvas material,2928,"Identifies the type of fabric used in crafting canvas, like cotton or linen",text,No,0,,,,ae-2-1-2-14-1-2
Canvas finish,2334,"Indicates if a canvas is ready for painting, e.g. primed, unprimed",text,No,0,,,,ae-2-1-2-14-1-2-3
Canvas texture,2335,"Describes the surface feel of a canvas, such as smooth or medium grain",text,No,0,,,,ae-2-1-2-14-1-2-3
Painting canvas material,2929,"Identifies the type of material used in a painting canvas, like cotton or linen",text,No,0,,,,ae-2-1-2-14-1-2-3
Mesh type,3737,"Specifies the style or construction of mesh fabric, indicating its intended use or characteristics, e.g. athletic, brushed",text,No,0,,,,ae-2-1-2-14-2-2
Fabric structure,3276,"Indicates the structural composition of the fabric, such as woven or non-woven",text,No,0,,,,ae-2-1-2-14-3-2
Compatible printer,2338,"Identifies the type of printer a product is compatible with, such as laser or inkjet",text,No,0,,,,ae-2-1-2-14-4-4
Cover features,3012,"Describes special characteristics of a product's cover, like waterproof or heat resistant",text,No,0,,,,vp-1-6-4-6
Sewing foot type,2339,"Specifies the style of sewing, such as beading or blind hem",text,No,0,,,,ae-2-1-3-4
Sewing machine part category,2340,"Classifies the type of sewing machine component, such as a motor belt or presser foot",text,No,0,,,,ae-2-1-3-5
Art/Crafting tool material,2930,"Identifies the main material of art or crafting tools, such as wood or metal",text,No,0,,,,ae-2-1-4-18-5
Wire thickness,2341,"Specifies the thickness of wires, like thick or fine",text,No,0,,,,ae-2-1-4-2-6
Palette knife shape,2342,"Describes the form of a palette knife used in arts & crafts, like straight or round",text,No,0,,,,ae-2-1-4-3-1-8
Palette design,2343,"Describes the layout or style of an artist's palette, like foldable or thumb-hole",text,No,0,,,,ae-2-1-4-3-2
Blade material,1388,"Specifies the material used in a blade's construction, such as steel or aluminum",text,No,0,,,,sg-1-12-7-1
Handle material,1295,"Specifies the material used in the product's handle, like bamboo or plastic",text,No,0,,,,sg-4-6-11-12
Scissor blade type,2344,"Describes the shape and style of scissor blades, such as curved or scallop",text,No,0,,,,ae-2-1-4-4-1-4
Craft cutter/embosser type,3277,"Specifies the kind of craft cutter or embosser, e.g. die cutting machine, stencil",text,No,0,,,,ae-2-1-4-4-2
Craft knife design,2345,"Describes the specific style of a craft knife, such as straight or precision",text,No,0,,,,ae-2-1-4-4-3
Craft decoration maker type,3278,"Specifies the kind of craft decoration maker, such as a stamper or sticker maker",text,No,0,,,,ae-2-1-4-5
Bristle shape,1603,"Defines the form of brush bristles, e.g. flat, angled",text,No,0,,,,hb-3-2-5-1-9
Brush application,3279,"Describes the intended use of art brushes, such as acrylic or watercolor",text,No,0,,,,ae-2-1-4-6-1
Brush size,2346,"Specifies the size of an art brush, e.g. 0, 12",text,No,0,,,,ae-2-1-4-6-1
Ink application technique,2347,"Describes the method used to apply ink in arts and crafts, such as screen printing",text,No,0,,,,ae-2-1-4-6-2
Decorative stamp design,2348,"Describes the design on decorative stamps, such as fairytale or retro/vintage",text,No,0,,,,ae-2-1-4-6-3
Squeegee blade design,2349,"Describes the shape of the squeegee blade, such as straight or round",text,No,0,,,,ae-2-1-4-6-5
Stencil/Cut shape,2955,"Describes the shape or design of stencils and die cuts, such as round or butterfly",text,No,0,,,,ae-2-1-4-6-7
Crafting mat/pad features,3013,"Describes the unique characteristics of crafting mats or pads, such as easy-to-clean or anti-slip backing",text,No,0,,,,ae-2-1-4-9
Dress form features,3014,"Highlights key features of a dress form, such as a pinnable surface or rotating base",text,No,0,,,,ae-2-1-4-8
Crafting frame/stretcher features,3015,"Describes the unique characteristics of crafting frames/stretchers, like secure grip or smooth surface",text,No,0,,,,ae-2-1-4-10
Crafting stretcher features,3015,"Describes the key features of a crafting stretcher, like adjustable tension or lightweight",text,No,0,,,,ae-2-1-4-10-1
Crafting frame features,3015,"Describes the unique characteristics of crafting frames, like adjustable tension or lightweight",text,No,0,,,,ae-2-1-4-10-5
Crafting hoop features,3015,"Highlights the features of embroidery hoops, e.g. secure grip, smooth surface",text,No,0,,,,ae-2-1-4-10-3
Glue gun features,3019,"Highlights unique aspects of a glue gun, such as quick heating or safety features",text,No,0,,,,ae-2-1-4-11
Glue gun operation,3280,"Identifies the power source of a glue gun, such as corded or cordless",text,No,0,,,,ae-2-1-4-11
Glue gun technology,3281,"Specifies the type of technology used in a glue gun, e.g. cool, hot",text,No,0,,,,ae-2-1-4-11
Temperature,2351,"Specifies the heat settings for devices like glue guns, e.g. dual, high",text,No,0,,,,ae-2-1-4-11
Hook grip design,2352,"Describes the grip style of crochet hooks, such as non-slip or ergonomic",text,No,0,,,,ae-2-1-4-13-1
Hook size,2353,"Identifies the size of crochet hooks, such as B, G, or I",text,No,0,,,,ae-2-1-4-13-1
Needle eye type,2354,"Describes the size and style of the needle's eye, such as large or split",text,No,0,,,,ae-2-1-4-13-2-6
Needle size,2355,"Describes the size of arts and crafts needles, e.g. 14, 100/16",text,No,0,,,,ae-2-1-4-13-5
Pin size,2356,"Specifies the size of safety pins, such as 0 or 00",text,No,0,,,,ae-2-1-4-14
Textile craft machine features,3020,"Describes special features of textile craft machines, like adjustable tension or portable",text,No,0,,,,ae-2-1-4-17-2
Brush material,2792,"Specifies the type of material used in brush construction, such as silicone or plastic",text,No,0,,,,hg-11-2-5-5-1
Pattern distribution format,2357,"Identifies how a pattern is delivered, such as PDF or online tutorials",text,No,0,,,,ae-2-1-6-5-3
Skill level,2358,"Identifies the proficiency required to use a product, such as beginner or expert",text,No,0,,,,tg-5-18-8
Mold shape,2955,"Describes the form or pattern of a craft mold, such as round or letter",text,No,0,,,,ae-2-1-6-3-2
Condition,2360,"Describes the state or quality of a product, e.g. mint (M), poor (P)",text,No,0,,,,tg-2-7
Autograph type,2361,"Identifies the category of the autographed item, such as sports or music",text,No,0,,,,ae-2-2-1
Medium,2362,"Identifies the type of collectible, such as memorabilia or trading card",text,No,0,,,,ae-2-2-1
Signature placement,2363,"Identifies where a signature is located on a collectible, such as front or multiple",text,No,0,,,,ae-2-2-1
Country,2364,"Specifies the country associated with the product, such as Japan or Germany",text,No,0,,,,fb-2-6-2
Denomination,2365,"Identifies the face value of collectible items such as coins and stamps, e.g. 1,000 dollars, 1 cent",text,No,0,,,,el-4-8-7-1
Coin material,2931,"Specifies the type of material a collectible coin is made from, e.g. bronze, copper",text,No,0,,,,ae-2-2-2-2-3
Card attributes,2366,"Describes special features of collectible trading cards, like foil or holographic",text,No,0,,,,ae-2-2-3-4
Grading,2367,"Indicates the quality or condition of collectible trading cards, such as BCCG or PSA",text,No,0,,,,ae-2-2-3-4
Rarity,2368,"Specifies the uniqueness of items, typically for collectibles; e.g. limited edition, ultra rare",text,No,0,,,,ae-2-2-6-4
Recommended age group,2758,"Identifies the suitable age range for a product, typically toys and games; e.g. babies, teens",text,No,0,,,,tg-5-28
Sports theme,2370,"Identifies the specific sport associated with a product, like baseball or soccer",text,No,0,,,,ae-2-2-3-4
Trading card packaging,2369,"Identifies how trading cards are packaged, such as blister pack or booster pack",text,No,0,,,,ae-2-2-3-4
Era,2371,"Used to categorize collectibles or antiques by their time period, such as wild west or World War II",text,No,0,,,,ae-2-2-4-1-5
Stand/Display type,3282,"Describes the style of stand or display for collectibles, like wall-mounted or tabletop",text,No,0,,,,ae-2-2-4-4
Comic edition,3413,"Indicates the specific release version or edition of a comic book, which can influence its rarity and collectible value - e.g. first edition, variant cover",text,No,0,,,,ae-2-2-12
Comic tradition,3414,"Indicates the cultural or regional tradition from which the comic originates, such as Chinese comics or manga",text,No,0,,,,ae-2-2-12
Genre,2535,"Classifies the category or style of media, such as horror or fantasy",text,No,0,,,,me-7-4
Language version,2536,"Specifies the language version of a media product, such as ENG-US or ARA- Arabic",text,No,0,,,,me-7-4
Postage stamp features,3021,"Identifies special characteristics of postage stamps, like overprint or watermark",text,No,0,,,,ae-2-2-5-6
Printing method,2372,"Specifies the printing process, such as offset printing or engraving",text,No,0,,,,ae-2-2-5-6
Stamp theme,2373,"Identifies the subject or design theme of a stamp, such as animals or history",text,No,0,,,,ae-2-2-5-6
Crystal system,2375,"Identifies the geometric structure of a crystal, such as hexagonal or cubic",text,No,0,,,,ae-2-2-6-4
Fossil type,2376,"Specifies the kind of fossil, such as shark teeth or dinosaur bone",text,No,0,,,,ae-2-2-6-4
Geological era,2377,"Classifies the age of collectible rocks or fossils, such as Mesozoic or Cenozoic",text,No,0,,,,ae-2-2-6-4
Mineral class,2378,"Identifies the specific category of a mineral, like oxides or silicates",text,No,0,,,,ae-2-2-6-4
Rock composition,2379,"Specifies the geological composition of a rock, like marble or limestone",text,No,0,,,,ae-2-2-6-4
